id,Label
0,Os05g0104900
1,Os05g0119300
2,Os07g0603800
3,Os01g0785700
4,Os05g0218400
5,Os04g0169100
6,Os03g0250000
7,Os03g0192550
8,Os04g0692400
9,Os02g0755900
10,Os01g0807800
11,Os05g0456500
12,Os01g0839100
13,Os03g0223000
14,Os04g0618200
15,Os03g0599000
16,Os02g0590700
17,Os06g0692100
18,Os08g0307601
19,Os05g0561600
20,Os01g0327100
21,Os01g0622500
22,Os06g0597000
23,Os02g0827200
24,Os11g0244100
25,Os07g0573900
26,Os01g0337500
27,Os06g0134800
28,Os01g0949800
29,Os01g0846400
30,Os01g0270300
31,Os01g0666000
32,Os08g0562300
33,Os02g0819500
34,Os07g0483500
35,Os06g0286400
36,Os05g0502200
37,Os07g0558100
38,Os11g0592800
39,Os03g0386000
40,Os05g0516700
41,Os02g0822000
42,Os08g0434100
43,Os05g0452500
44,Os01g0691050
45,Os03g0227800
46,Os03g0685300
47,Os04g0655100
48,Os09g0562600
49,Os01g0772400
50,Os09g0572400
51,Os04g0444300
52,Os03g0224200
53,Os02g0100600
54,Os09g0322500
55,Os05g0387700
56,Os02g0125200
57,Os03g0205000
58,Os01g0616300
59,Os06g0505700
60,Os03g0722500
61,Os01g0285300
62,Os01g0631700
63,Os10g0492900
64,Os02g0753500
65,Os01g0716500
66,Os06g0320000
67,Os08g0270800
68,Os02g0166200
69,Os10g0580400
70,Os09g0394600
71,Os10g0159700
72,Os07g0546200
73,Os07g0639000
74,Os11g0618600
75,Os07g0227600
76,Os11g0291475
77,Os01g0920200
78,Os03g0707200
79,Os11g0531700
80,Os02g0778400
81,Os06g0543200
82,Os04g0556500
83,Os05g0500200
84,Os01g0935600
85,Os12g0562100
86,Os08g0376550
87,Os05g0147200
88,Os03g0327100
89,Os01g0766300
90,Os03g0374400
91,Os01g0646800
92,Os03g0356414
93,Os02g0595700
94,Os07g0461900
95,Os01g0183000
96,Os01g0626400
97,Os02g0467600
98,Os08g0558100
99,Os09g0440300
100,Os01g0178700
101,Os01g0620800
102,Os10g0109600
103,Os04g0175300
104,Os02g0767800
105,Os02g0675800
106,Os10g0495900
107,Os03g0432900
108,Os12g0149900
109,Os08g0170700
110,Os07g0563400
111,Os03g0271600
112,Os01g0295700
113,Os03g0734200
114,Os07g0530600
115,Os04g0609200
116,Os04g0674450
117,Os07g0158500
118,Os06g0225800
119,Os03g0238300
120,Os03g0795000
121,Os01g0895300
122,Os10g0555100
123,Os02g0736400
124,Os06g0115700
125,Os01g0688600
126,Os07g0187400
127,Os05g0402300
128,Os08g0232100
129,Os01g0788200
130,Os09g0456200
131,Os03g0847851
132,Os12g0618600
133,Os10g0527800
134,Os12g0586000
135,Os02g0194100
136,Os07g0118300
137,Os12g0112000
138,Os02g0761600
139,Os04g0105100
140,Os07g0516300
141,Os10g0362700
142,Os04g0442100
143,Os03g0818100
144,Os01g0844500
145,Os06g0475500
146,Os04g0693400
147,Os09g0538400
148,Os06g0689483
149,Os04g0675000
150,Os07g0519300
151,Os10g0513200
152,Os05g0484800
153,Os06g0246500
154,Os08g0564300
155,Os10g0124150
156,Os01g0719100
157,Os06g0332400
158,Os01g0234900
159,Os05g0529000
160,Os03g0177000
161,Os07g0537400
162,Os07g0438700
163,Os02g0827500
164,Os03g0324200
165,Os07g0231500
166,Os01g0232500
167,Os02g0510600
168,Os11g0621500
169,Os03g0765800
170,Os03g0440900
171,Os05g0563900
172,Os04g0679000
173,Os11g0162700
174,Os08g0201100
175,Os01g0305200
176,Os03g0781700
177,Os09g0511300
178,Os03g0169900
179,Os02g0186800
180,Os09g0489500
181,Os04g0445050
182,Os07g0245100
183,Os02g0221600
184,Os01g0558100
185,Os01g0534900
186,Os02g0712500
187,Os06g0716100
188,Os05g0208550
189,Os01g0732801
190,Os01g0167400
191,Os09g0452200
192,Os12g0158700
193,Os03g0786000
194,Os10g0450800
195,Os03g0114800
196,Os02g0824500
197,Os07g0170016
198,Os09g0365900
199,Os01g0304400
200,Os05g0479800
201,Os12g0147800
202,Os04g0400700
203,Os04g0535200
204,Os03g0820300
205,Os03g0406900
206,Os12g0131100
207,Os05g0577500
208,Os02g0700500
209,Os11g0147800
210,Os06g0567200
211,Os01g0803900
212,Os04g0542800
213,Os07g0669650
214,Os10g0187500
215,Os11g0183900
216,Os01g0528800
217,Os01g0955700
218,Os05g0148900
219,Os06g0147300
220,Os03g0254900
221,Os06g0671800
222,Os01g0652300
223,Os03g0704700
224,Os03g0801900
225,Os02g0261100
226,Os12g0541300
227,Os01g0875700
228,Os01g0511100
229,Os03g0152100
230,Os04g0463500
231,Os08g0428100
232,Os02g0758200
233,Os04g0583700
234,Os08g0508800
235,Os05g0151300
236,Os03g0858800
237,Os01g0121500
238,Os01g0784500
239,Os02g0812500
240,Os03g0123800
241,Os06g0690100
242,Os08g0395800
243,Os07g0588400
244,Os02g0783100
245,Os08g0481400
246,Os02g0300700
247,Os08g0550400
248,Os05g0346800
249,Os03g0327800
250,Os03g0340900
251,Os05g0557100
252,Os03g0132000
253,Os02g0592400
254,Os04g0460350
255,Os03g0792800
256,Os02g0150600
257,Os05g0163900
258,Os01g0921300
259,Os07g0624600
260,Os12g0165700
261,Os04g0452100
262,Os12g0198400
263,Os06g0470000
264,Os05g0367400
265,Os04g0653000
266,Os07g0656900
267,Os06g0676300
268,Os02g0489400
269,Os11g0676800
270,Os09g0327800
271,Os05g0585500
272,Os08g0197500
273,Os08g0173600
274,Os12g0163700
275,Os07g0249100
276,Os11g0270000
277,Os01g0902300
278,Os01g0192300
279,Os01g0727700
280,Os07g0181500
281,Os03g0313300
282,Os07g0606900
283,Os06g0225300
284,Os11g0168600
285,Os02g0653400
286,Os01g0357900
287,Os06g0334100
288,Os06g0193300
289,Os05g0362100
290,Os02g0697300
291,Os11g0224900
292,Os02g0519700
293,Os02g0718600
294,Os08g0206400
295,Os02g0699000
296,Os03g0761100
297,Os06g0600700
298,Os04g0532100
299,Os03g0137200
300,Os01g0669100
301,Os05g0588900
302,Os03g0720300
303,Os02g0193300
304,Os01g0924400
305,Os05g0324700
306,Os01g0720700
307,Os05g0205000
308,Os01g0105900
309,Os01g0644900
310,Os04g0196600
311,Os06g0673300
312,Os01g0106900
313,Os02g0208400
314,Os04g0530500
315,Os05g0563000
316,Os05g0214100
317,Os04g0600000
318,Os09g0484800
319,Os01g0362000
320,Os01g0699400
321,Os08g0482700
322,Os02g0656200
323,Os03g0275100
324,Os03g0438100
325,Os01g0500600
326,Os05g0560200
327,Os06g0142200
328,Os01g0794500
329,Os12g0539750
330,Os02g0537500
331,Os01g0907200
332,Os11g0135900
333,Os10g0199500
334,Os02g0122500
335,Os09g0408900
336,Os01g0668600
337,Os02g0527300
338,Os08g0476100
339,Os12g0159000
340,Os03g0180800
341,Os06g0494000
342,Os10g0132500
343,Os07g0154100
344,Os10g0177200
345,Os03g0119300
346,Os06g0214850
347,Os05g0514600
348,Os01g0532300
349,Os03g0136500
350,Os02g0226350
351,Os11g0490100
352,Os01g0685400
353,Os05g0401100
354,Os10g0401000
355,Os03g0628800
356,Os03g0693400
357,Os02g0764700
358,Os06g0588800
359,Os01g0186000
360,Os01g0650800
361,Os07g0688200
362,Os08g0391000
363,Os11g0661900
364,Os01g0256500
365,Os03g0853200
366,Os11g0257700
367,Os01g0860800
368,Os02g0291400
369,Os04g0182200
370,Os01g0859100
371,Os12g0489400
372,Os02g0566400
373,Os05g0402900
374,Os10g0101200
375,Os11g0702700
376,Os08g0508100
377,Os01g0132000
378,Os05g0231100
379,Os01g0959800
380,Os02g0707200
381,Os07g0685800
382,Os03g0591700
383,Os06g0166900
384,Os05g0549800
385,Os11g0669100
386,Os02g0549700
387,Os02g0332800
388,Os02g0166600
389,Os08g0545500
390,Os03g0170900
391,Os02g0638900
392,Os05g0315200
393,Os04g0665200
394,Os01g0284900
395,Os02g0513000
396,Os11g0274700
397,Os01g0966100
398,Os07g0693600
399,Os07g0150100
400,Os08g0141400
401,Os01g0583100
402,Os03g0316200
403,Os06g0549600
404,Os09g0418000
405,Os01g0837800
406,Os03g0826900
407,Os01g0128250
408,Os06g0654900
409,Os09g0556200
410,Os01g0160800
411,Os03g0674600
412,Os03g0302200
413,Os08g0543900
414,Os11g0576900
415,Os03g0598700
416,Os03g0315400
417,Os12g0478200
418,Os05g0129300
419,Os07g0602900
420,Os06g0655500
421,Os02g0509600
422,Os03g0431200
423,Os02g0540700
424,Os07g0677300
425,Os03g0237100
426,Os06g0229200
427,Os05g0243200
428,Os02g0822500
429,Os01g0672800
430,Os11g0536400
431,Os10g0364900
432,Os06g0208700
433,Os06g0268500
434,Os05g0578100
435,Os01g0870100
436,Os01g0149500
437,Os01g0272600
438,Os01g0874300
439,Os04g0607100
440,Os01g0915000
441,Os06g0641866
442,Os08g0563200
443,Os07g0689800
444,Os01g0124200
445,Os02g0461100
446,Os09g0572700
447,Os05g0381400
448,Os05g0137300
449,Os01g0783200
450,Os06g0541600
451,Os09g0387150
452,Os11g0113700
453,Os03g0225900
454,Os04g0636200
455,Os01g0383700
456,Os06g0636600
457,Os06g0199400
458,Os06g0639100
459,Os02g0743200
460,Os01g0925100
461,Os05g0389400
462,Os06g0719500
463,Os07g0586900
464,Os01g0142500
465,Os02g0191800
466,Os08g0512400
467,Os05g0495300
468,Os02g0115900
469,Os01g0676900
470,Os09g0470500
471,Os11g0498600
472,Os03g0729200
473,Os01g0183300
474,Os06g0714900
475,Os10g0478300
476,Os04g0639000
477,Os08g0476300
478,Os04g0485400
479,Os03g0850900
480,Os05g0414700
481,Os02g0281000
482,Os01g0571300
483,Os01g0667900
484,Os09g0327600
485,Os11g0582100
486,Os10g0130800
487,Os05g0499300
488,Os11g0153300
489,Os01g0769000
490,Os03g0126000
491,Os06g0651200
492,Os04g0492800
493,Os10g0555200
494,Os02g0525600
495,Os01g0185900
496,Os01g0871500
497,Os08g0128300
498,Os04g0684500
499,Os12g0174000
500,Os03g0781300
501,Os04g0514600
502,Os03g0164100
503,Os01g0684900
504,Os04g0540200
505,Os01g0881500
506,Os03g0351300
507,Os05g0595300
508,Os02g0284800
509,Os04g0358000
510,Os03g0738600
511,Os04g0669900
512,Os03g0818200
513,Os09g0444600
514,Os01g0197100
515,Os10g0345100
